,xcoord_x,ycoord_x,xcoord_y,ycoord_y
133,985597.5344,218437.8203,1006496.679,216719.2182
134,1027783.985,223822.4896,1006496.679,216719.2182
135,1023365.173,209422.5949,1006496.679,216719.2182
136,1024817.454,213218.6349,1006496.679,216719.2182
137,1001091.0140000001,185009.7477,1006496.679,216719.2182
138,998457.1475,182119.2886,1006496.679,216719.2182
139,1018038.5079999999,188441.2319,1006496.679,216719.2182
140,1056461.169,216496.5337,1006496.679,216719.2182
141,988108.3766,192606.9483,1006496.679,216719.2182
142,988214.546,195128.6635,1006496.679,216719.2182
143,984272.7786,211948.9124,1006496.679,216719.2182
144,1007764.0859999999,242196.0376,1006496.679,216719.2182
145,1020706.745,217413.8706,1006496.679,216719.2182
146,1001465.156,174013.8443,1006496.679,216719.2182
147,1005823.704,176959.9149,1006496.679,216719.2182
148,1037640.238,214077.6207,1006496.679,216719.2182
149,1001595.167,231171.004,1006496.679,216719.2182
150,999272.1114,227103.7596,1006496.679,216719.2182
151,1018425.396,180096.5543,1006496.679,216719.2182
152,1013278.1290000001,182139.0473,1006496.679,216719.2182
153,1015923.651,247139.9702,1006496.679,216719.2182
154,1001771.8840000001,199911.2863,1006496.679,216719.2182
155,1029422.42,260268.3765,1006496.679,216719.2182
156,1018302.5340000001,208718.5893,1006496.679,216719.2182
157,1014131.048,208286.3127,1006496.679,216719.2182
158,997674.7813,174677.6236,1006496.679,216719.2182
159,1052215.571,158853.815,1006496.679,216719.2182
160,995082.8902,171682.8284,1006496.679,216719.2182
161,1031660.7209999999,216612.81600000002,1006496.679,216719.2182
162,1028348.0809999999,209164.1205,1006496.679,216719.2182
163,1012040.665,251942.5717,1006496.679,216719.2182
164,1026474.8420000001,202150.2216,1006496.679,216719.2182
165,991215.6982,190949.6181,1006496.679,216719.2182
166,1045981.358,206939.6179,1006496.679,216719.2182
167,1018703.896,195621.7218,1006496.679,216719.2182
168,986844.2854,184655.3745,1006496.679,216719.2182
169,988669.5907,207721.84600000002,1006496.679,216719.2182
170,998235.9756,205059.6913,1006496.679,216719.2182
171,998496.7141,240584.4097,1006496.679,216719.2182
172,1042676.052,155778.3377,1006496.679,216719.2182
173,1039005.197,204689.6275,1006496.679,216719.2182
174,1050471.507,198271.7856,1006496.679,216719.2182
175,1015935.022,235158.3269,1006496.679,216719.2182
176,1005874.084,251273.5487,1006496.679,216719.2182
177,1016021.9709999999,215206.6015,1006496.679,216719.2182
178,1041371.286,195964.2851,1006496.679,216719.2182
179,1046313.574,201910.0696,1006496.679,216719.2182
180,1031739.002,197284.9793,1006496.679,216719.2182
181,1033808.066,204694.6146,1006496.679,216719.2182
182,1010274.32,254530.6508,1006496.679,216719.2182
183,1055193.049,186064.8699,1006496.679,216719.2182
184,996787.6631,218166.4344,1006496.679,216719.2182
185,995431.1975,218699.1927,1006496.679,216719.2182
186,998411.7431,210842.5649,1006496.679,216719.2182
187,1002305.9870000001,214074.2967,1006496.679,216719.2182
188,999908.7087,150763.56699999998,1006496.679,216719.2182
189,997042.6288,237290.9068,1006496.679,216719.2182
190,1011322.057,203062.4827,1006496.679,216719.2182
191,1008372.343,237403.2652,1006496.679,216719.2182
192,1017500.334,201008.7481,1006496.679,216719.2182
193,991908.5896,214959.5816,1006496.679,216719.2182
194,990463.7954,217776.8824,1006496.679,216719.2182
195,994834.7873,234186.3269,1006496.679,216719.2182
196,1011274.103,240777.4505,1006496.679,216719.2182
197,1007161.162,233489.9803,1006496.679,216719.2182
198,1010498.897,248626.5007,1006496.679,216719.2182
199,990209.6001,211701.31600000002,1006496.679,216719.2182
200,1037005.2459999999,219265.3324,1006496.679,216719.2182
201,1022197.087,213491.2335,1006496.679,216719.2182
202,1008206.4859999999,185807.8688,1006496.679,216719.2182
203,1004100.553,220388.74300000002,1006496.679,216719.2182
204,989405.7463,183512.2661,1006496.679,216719.2182
205,993240.615,186158.9038,1006496.679,216719.2182
206,992874.569,180324.5505,1006496.679,216719.2182
207,1055901.629,200041.3338,1006496.679,216719.2182
208,1035449.728,210299.4933,1006496.679,216719.2182
209,1000318.473,216284.7339,1006496.679,216719.2182
210,1022128.7690000001,203864.0367,1006496.679,216719.2182
211,1031135.253,192362.217,1006496.679,216719.2182
212,1011501.4870000001,196698.544,1006496.679,216719.2182
213,1027736.521,149890.0852,1006496.679,216719.2182
214,998114.2657,216861.1623,1006496.679,216719.2182
215,1056534.443,179057.247,1006496.679,216719.2182
216,1049933.636,191188.3373,1006496.679,216719.2182
217,1012130.811,217633.2994,1006496.679,216719.2182
218,1033089.224,239282.7963,1006496.679,216719.2182
219,1000772.9140000001,154972.1879,1006496.679,216719.2182
220,1042216.2459999999,192344.2808,1006496.679,216719.2182
221,1034328.3,185669.0323,1006496.679,216719.2182
222,1010448.2490000001,222528.47600000002,1006496.679,216719.2182
223,1003139.566,190001.9667,1006496.679,216719.2182
224,1005124.9820000001,208048.8271,1006496.679,216719.2182
225,981122.0046,176946.7914,1006496.679,216719.2182
226,993906.1723,214975.3669,1006496.679,216719.2182
227,1007494.9920000001,249885.0216,1006496.679,216719.2182
228,996155.3868,223613.7536,1006496.679,216719.2182
229,993769.0237,219305.8278,1006496.679,216719.2182
230,1013115.882,258631.9922,1006496.679,216719.2182
231,1025564.828,247818.5882,1006496.679,216719.2182
232,1002830.588,251552.2287,1006496.679,216719.2182
233,1000464.311,245939.8807,1006496.679,216719.2182
234,1005169.123,241308.7571,1006496.679,216719.2182
235,1019590.3759999999,243211.9788,1006496.679,216719.2182
236,1035297.1579999999,226490.6268,1006496.679,216719.2182
237,1023253.9609999999,260702.7142,1006496.679,216719.2182
238,996053.8033,201159.0334,1006496.679,216719.2182
239,995365.8781,198271.7997,1006496.679,216719.2182
240,1024249.872,190229.0696,1006496.679,216719.2182
241,1025106.2309999999,266453.4146,1006496.679,216719.2182
242,1010211.9770000001,210434.8919,1006496.679,216719.2182
243,999026.6196,221945.37300000002,1006496.679,216719.2182
244,997817.9197,223005.9884,1006496.679,216719.2182
245,1026452.6170000001,254265.4787,1042223.605,186706.4965
246,1006496.679,216719.2182,1042223.605,186706.4965
247,1042223.605,186706.4965,1042223.605,186706.4965
248,975952.0351,166921.5504,1042223.605,186706.4965
249,1047016.7840000001,217243.7605,1042223.605,186706.4965
250,998142.2061,191215.0684,1042223.605,186706.4965
251,1014623.327,255416.7422,1042223.605,186706.4965
252,1060002.75,207352.3525,1042223.605,186706.4965
253,1015821.8609999999,251810.3035,1042223.605,186706.4965
254,988821.3916,158393.6578,1042223.605,186706.4965
255,988101.2213,189071.5791,1042223.605,186706.4965
256,1037276.45,198588.1804,1042223.605,186706.4965
257,985567.1394,192774.4924,1042223.605,186706.4965
258,1009147.2309999999,181203.3211,1042223.605,186706.4965
259,1057581.886,192354.3753,1042223.605,186706.4965
260,1012077.3879999999,171746.2521,1042223.605,186706.4965
261,997734.6452,232321.2905,1042223.605,186706.4965
262,1000643.632,237395.8715,1042223.605,186706.4965
263,994687.7989,189923.6799,1042223.605,186706.4965
264,985158.5343,189441.9872,1042223.605,186706.4965
265,1027783.985,223822.4896,1042223.605,186706.4965
266,987599.1763,149479.2353,1042223.605,186706.4965
267,1023365.173,209422.5949,1042223.605,186706.4965
268,1024817.454,213218.6349,1042223.605,186706.4965
269,1001091.0140000001,185009.7477,1042223.605,186706.4965
270,998457.1475,182119.2886,1042223.605,186706.4965
271,1018038.5079999999,188441.2319,1042223.605,186706.4965
272,988108.3766,192606.9483,1042223.605,186706.4965
273,988214.546,195128.6635,1042223.605,186706.4965
274,980418.2779,165020.5854,1042223.605,186706.4965
275,1020706.745,217413.8706,1042223.605,186706.4965
276,1001465.156,174013.8443,1042223.605,186706.4965
277,1005823.704,176959.9149,1042223.605,186706.4965
278,1037640.238,214077.6207,1042223.605,186706.4965
279,1001595.167,231171.004,1042223.605,186706.4965
280,999272.1114,227103.7596,1042223.605,186706.4965
281,1018425.396,180096.5543,1042223.605,186706.4965
282,1013278.1290000001,182139.0473,1042223.605,186706.4965
283,1015923.651,247139.9702,1042223.605,186706.4965
284,1001771.8840000001,199911.2863,1042223.605,186706.4965
285,1029422.42,260268.3765,1042223.605,186706.4965
286,1018302.5340000001,208718.5893,1042223.605,186706.4965
287,1014131.048,208286.3127,1042223.605,186706.4965
288,1052215.571,158853.815,1042223.605,186706.4965
289,995082.8902,171682.8284,1042223.605,186706.4965
290,1031660.7209999999,216612.81600000002,1042223.605,186706.4965
291,1026474.8420000001,202150.2216,1042223.605,186706.4965
292,991215.6982,190949.6181,1042223.605,186706.4965
293,1045981.358,206939.6179,1042223.605,186706.4965
294,987356.7624,213801.8903,1042223.605,186706.4965
295,1064321.6840000001,211194.1274,1042223.605,186706.4965
296,1018703.896,195621.7218,1042223.605,186706.4965
297,998235.9756,205059.6913,1042223.605,186706.4965
298,998496.7141,240584.4097,1042223.605,186706.4965
299,1042676.052,155778.3377,1042223.605,186706.4965
300,1039005.197,204689.6275,1042223.605,186706.4965
301,1050471.507,198271.7856,1042223.605,186706.4965
302,1027282.38,179134.0254,1042223.605,186706.4965
303,1005874.084,251273.5487,1042223.605,186706.4965
304,1005367.3670000001,259489.6184,1042223.605,186706.4965
305,1016021.9709999999,215206.6015,1042223.605,186706.4965
306,1041371.286,195964.2851,1042223.605,186706.4965
307,1046313.574,201910.0696,1042223.605,186706.4965
308,990855.5090000001,172661.4637,1042223.605,186706.4965
309,1031739.002,197284.9793,1042223.605,186706.4965
310,1033808.066,204694.6146,1042223.605,186706.4965
311,990763.6157,209039.3539,1042223.605,186706.4965
312,1055193.049,186064.8699,1042223.605,186706.4965
313,996787.6631,218166.4344,1042223.605,186706.4965
314,998411.7431,210842.5649,1042223.605,186706.4965
315,1002305.9870000001,214074.2967,1042223.605,186706.4965
316,1011322.057,203062.4827,1042223.605,186706.4965
317,1017500.334,201008.7481,1042223.605,186706.4965
318,988362.8334,212002.893,1042223.605,186706.4965
319,994834.7873,234186.3269,1042223.605,186706.4965
320,1010498.897,248626.5007,1042223.605,186706.4965
321,990209.6001,211701.31600000002,1042223.605,186706.4965
322,1037005.2459999999,219265.3324,1042223.605,186706.4965
323,1022197.087,213491.2335,1042223.605,186706.4965
324,1008206.4859999999,185807.8688,1042223.605,186706.4965
325,1026677.58,185450.9313,1042223.605,186706.4965
326,989405.7463,183512.2661,1042223.605,186706.4965
327,1037338.213,255720.19100000002,1042223.605,186706.4965
328,1024530.253,250593.753,1042223.605,186706.4965
329,998832.3809,179279.2194,1042223.605,186706.4965
330,993240.615,186158.9038,1042223.605,186706.4965
331,992874.569,180324.5505,1042223.605,186706.4965
332,1055901.629,200041.3338,1042223.605,186706.4965
333,1035449.728,210299.4933,1042223.605,186706.4965
334,1000318.473,216284.7339,1042223.605,186706.4965
335,1022128.7690000001,203864.0367,1042223.605,186706.4965
336,1031135.253,192362.217,1042223.605,186706.4965
337,1011501.4870000001,196698.544,1042223.605,186706.4965
338,1009963.3809999999,267014.1903,1042223.605,186706.4965
339,1056534.443,179057.247,1042223.605,186706.4965
340,1049933.636,191188.3373,1042223.605,186706.4965
341,983234.0457,197610.8236,1042223.605,186706.4965
342,1023060.2059999999,237109.8891,1042223.605,186706.4965
343,1042216.2459999999,192344.2808,1042223.605,186706.4965
344,1034328.3,185669.0323,1042223.605,186706.4965
345,995729.6303,195734.9381,1042223.605,186706.4965
346,1047209.161,184218.4312,1042223.605,186706.4965
347,1049585.195,180616.2541,1042223.605,186706.4965
348,1016882.843,175210.0649,1042223.605,186706.4965
349,1010448.2490000001,222528.47600000002,1042223.605,186706.4965
350,990735.9403,205899.4175,1042223.605,186706.4965
351,1003139.566,190001.9667,1042223.605,186706.4965
352,1005124.9820000001,208048.8271,1042223.605,186706.4965
353,982958.7985,173132.83399999997,1042223.605,186706.4965
354,982065.7014,200780.5404,1042223.605,186706.4965
355,1013115.882,258631.9922,1042223.605,186706.4965
356,1025564.828,247818.5882,1042223.605,186706.4965
357,1002830.588,251552.2287,1042223.605,186706.4965
358,1000464.311,245939.8807,1042223.605,186706.4965
359,1026135.801,242470.4351,1042223.605,186706.4965
360,1023253.9609999999,260702.7142,1042223.605,186706.4965
361,1024249.872,190229.0696,1042223.605,186706.4965
362,1010211.9770000001,210434.8919,1042223.605,186706.4965
363,999026.6196,221945.37300000002,1042223.605,186706.4965
364,1026452.6170000001,254265.4787,1014623.327,255416.7422
365,975952.0351,166921.5504,1014623.327,255416.7422
366,998142.2061,191215.0684,1014623.327,255416.7422
367,1014623.327,255416.7422,1014623.327,255416.7422
368,1015821.8609999999,251810.3035,1014623.327,255416.7422
369,993807.2717,231458.3761,1014623.327,255416.7422
370,988101.2213,189071.5791,1014623.327,255416.7422
371,1018696.401,251801.9134,1014623.327,255416.7422
372,1021618.218,254085.6841,1014623.327,255416.7422
373,1007067.378,194506.2646,1014623.327,255416.7422
374,1005813.838,192491.0725,1014623.327,255416.7422
375,1012077.3879999999,171746.2521,1014623.327,255416.7422
376,985371.6109999999,186726.9442,1014623.327,255416.7422
377,997734.6452,232321.2905,1014623.327,255416.7422
378,1000643.632,237395.8715,1014623.327,255416.7422
379,1043522.308,252551.6181,1014623.327,255416.7422
380,1011831.01,246329.0443,1014623.327,255416.7422
381,987063.1857,216986.07,1014623.327,255416.7422
382,994687.7989,189923.6799,1014623.327,255416.7422
383,1031744.9709999999,257736.0318,1014623.327,255416.7422
384,985158.5343,189441.9872,1014623.327,255416.7422
385,1033945.797,245891.9543,1014623.327,255416.7422
386,1015824.072,243143.0578,1014623.327,255416.7422
387,1001091.0140000001,185009.7477,1014623.327,255416.7422
388,988108.3766,192606.9483,1014623.327,255416.7422
389,1007764.0859999999,242196.0376,1014623.327,255416.7422
390,1001595.167,231171.004,1014623.327,255416.7422
391,999272.1114,227103.7596,1014623.327,255416.7422
392,1018425.396,180096.5543,1014623.327,255416.7422
393,1013278.1290000001,182139.0473,1014623.327,255416.7422
394,1015923.651,247139.9702,1014623.327,255416.7422
395,1029422.42,260268.3765,1014623.327,255416.7422
396,1018302.5340000001,208718.5893,1014623.327,255416.7422
397,1014131.048,208286.3127,1014623.327,255416.7422
398,982171.7279,196785.9408,1014623.327,255416.7422
399,995082.8902,171682.8284,1014623.327,255416.7422
400,1012040.665,251942.5717,1014623.327,255416.7422
401,1026474.8420000001,202150.2216,1014623.327,255416.7422
402,998496.7141,240584.4097,1014623.327,255416.7422
403,1042676.052,155778.3377,1014623.327,255416.7422
404,1004682.755,244528.8395,1014623.327,255416.7422
405,1003566.26,247748.7275,1014623.327,255416.7422
406,1015935.022,235158.3269,1014623.327,255416.7422
407,1005874.084,251273.5487,1014623.327,255416.7422
408,1005367.3670000001,259489.6184,1014623.327,255416.7422
409,1016021.9709999999,215206.6015,1014623.327,255416.7422
410,1041371.286,195964.2851,1014623.327,255416.7422
411,1031739.002,197284.9793,1014623.327,255416.7422
412,1010274.32,254530.6508,1014623.327,255416.7422
413,990763.6157,209039.3539,1014623.327,255416.7422
414,1055193.049,186064.8699,1014623.327,255416.7422
415,996787.6631,218166.4344,1014623.327,255416.7422
416,985104.1485,201915.7903,1014623.327,255416.7422
417,1012217.1120000001,237923.2448,1014623.327,255416.7422
418,997042.6288,237290.9068,1014623.327,255416.7422
419,1009034.686,258429.1415,1014623.327,255416.7422
420,1011322.057,203062.4827,1014623.327,255416.7422
421,1008372.343,237403.2652,1014623.327,255416.7422
422,991908.5896,214959.5816,1014623.327,255416.7422
423,994834.7873,234186.3269,1014623.327,255416.7422
424,1011274.103,240777.4505,1014623.327,255416.7422
425,1007161.162,233489.9803,1014623.327,255416.7422
426,1010498.897,248626.5007,1014623.327,255416.7422
427,990209.6001,211701.31600000002,1014623.327,255416.7422
428,1017705.685,258865.7028,1014623.327,255416.7422
429,1008206.4859999999,185807.8688,1014623.327,255416.7422
430,989405.7463,183512.2661,1014623.327,255416.7422
431,1023546.12,244523.6048,1014623.327,255416.7422
432,1030844.6059999999,248698.6851,1014623.327,255416.7422
433,1024530.253,250593.753,1014623.327,255416.7422
434,998832.3809,179279.2194,1014623.327,255416.7422
435,1055901.629,200041.3338,1014623.327,255416.7422
436,1000318.473,216284.7339,1014623.327,255416.7422
437,1022128.7690000001,203864.0367,1014623.327,255416.7422
438,1031135.253,192362.217,1014623.327,255416.7422
439,1009963.3809999999,267014.1903,1014623.327,255416.7422
440,998114.2657,216861.1623,1014623.327,255416.7422
441,1056534.443,179057.247,1014623.327,255416.7422
442,1012130.811,217633.2994,1014623.327,255416.7422
443,1033089.224,239282.7963,1014623.327,255416.7422
444,983234.0457,197610.8236,1014623.327,255416.7422
445,1020315.9029999999,240931.2162,1014623.327,255416.7422
446,1023060.2059999999,237109.8891,1014623.327,255416.7422
447,1008953.1290000001,260773.7151,1014623.327,255416.7422
448,1003139.566,190001.9667,1014623.327,255416.7422
449,982958.7985,173132.83399999997,1014623.327,255416.7422
450,992437.2937,212493.5514,1014623.327,255416.7422
451,1007494.9920000001,249885.0216,1014623.327,255416.7422
452,991712.7644,227717.5181,1014623.327,255416.7422
453,1013115.882,258631.9922,1014623.327,255416.7422
454,1025564.828,247818.5882,1014623.327,255416.7422
455,1002830.588,251552.2287,1014623.327,255416.7422
456,1000464.311,245939.8807,1014623.327,255416.7422
457,1005169.123,241308.7571,1014623.327,255416.7422
458,1019590.3759999999,243211.9788,1014623.327,255416.7422
459,1026135.801,242470.4351,1014623.327,255416.7422
460,1023253.9609999999,260702.7142,1014623.327,255416.7422
461,1025106.2309999999,266453.4146,1014623.327,255416.7422
462,1010211.9770000001,210434.8919,1014623.327,255416.7422
463,980639.5118,197635.1737,1014623.327,255416.7422
464,1026452.6170000001,254265.4787,1021618.218,254085.6841
465,1014623.327,255416.7422,1021618.218,254085.6841
466,1015821.8609999999,251810.3035,1021618.218,254085.6841
467,987397.4627,169148.4075,1021618.218,254085.6841
468,1010116.053,142998.0971,1021618.218,254085.6841
469,1018696.401,251801.9134,1021618.218,254085.6841
470,1021618.218,254085.6841,1021618.218,254085.6841
471,1009147.2309999999,181203.3211,1021618.218,254085.6841
472,997734.6452,232321.2905,1021618.218,254085.6841
473,1000643.632,237395.8715,1021618.218,254085.6841
474,993789.0097,224356.2122,1021618.218,254085.6841
475,1011831.01,246329.0443,1021618.218,254085.6841
476,987063.1857,216986.07,1021618.218,254085.6841
477,1031744.9709999999,257736.0318,1021618.218,254085.6841
478,1033945.797,245891.9543,1021618.218,254085.6841
479,1015824.072,243143.0578,1021618.218,254085.6841
480,1056461.169,216496.5337,1021618.218,254085.6841
481,988108.3766,192606.9483,1021618.218,254085.6841
482,1007764.0859999999,242196.0376,1021618.218,254085.6841
483,1001595.167,231171.004,1021618.218,254085.6841
484,999272.1114,227103.7596,1021618.218,254085.6841
485,1018425.396,180096.5543,1021618.218,254085.6841
486,1015923.651,247139.9702,1021618.218,254085.6841
487,1029422.42,260268.3765,1021618.218,254085.6841
488,1012040.665,251942.5717,1021618.218,254085.6841
489,987356.7624,213801.8903,1021618.218,254085.6841
490,988669.5907,207721.84600000002,1021618.218,254085.6841
491,985828.4213,206174.9238,1021618.218,254085.6841
492,998496.7141,240584.4097,1021618.218,254085.6841
493,1004682.755,244528.8395,1021618.218,254085.6841
494,1003566.26,247748.7275,1021618.218,254085.6841
495,1015935.022,235158.3269,1021618.218,254085.6841
496,1005874.084,251273.5487,1021618.218,254085.6841
497,1041371.286,195964.2851,1021618.218,254085.6841
498,1010274.32,254530.6508,1021618.218,254085.6841
499,998411.7431,210842.5649,1021618.218,254085.6841
500,1012217.1120000001,237923.2448,1021618.218,254085.6841
501,1009034.686,258429.1415,1021618.218,254085.6841
502,1007772.074,163199.9468,1021618.218,254085.6841
503,1008372.343,237403.2652,1021618.218,254085.6841
504,994834.7873,234186.3269,1021618.218,254085.6841
505,1011274.103,240777.4505,1021618.218,254085.6841
506,1007161.162,233489.9803,1021618.218,254085.6841
507,1010498.897,248626.5007,1021618.218,254085.6841
508,990209.6001,211701.31600000002,1021618.218,254085.6841
509,1022197.087,213491.2335,1021618.218,254085.6841
510,1017705.685,258865.7028,1021618.218,254085.6841
511,1004100.553,220388.74300000002,1021618.218,254085.6841
512,989405.7463,183512.2661,1021618.218,254085.6841
